,Product
283,O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1[N+](=O)[O-]
284,CC(=O)CC(=O)N[C@H]1CC(=O)OC1=O
285,COC(=O)[C@H](C)c1cccc(C)c1
286,Cc1nc(-c2ccc(Oc3ncnc4c3cnn4C3CCN(C(=O)OC(C)(C)C)CC3)cc2)no1
287,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](CNC(=O)c1ccccc1OCCCOC)C(C)C
288,CCNC(=O)c1ccc2[nH]nc(-c3nc4cc5c(cc4[nH]3)NC(=O)C5(C)C)c2c1
289,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CC2(CCNCC2)C1
290,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1
291,CCOC(=O)[C@H]1CC[C@@H](c2cc(F)c(F)c(F)c2)N1
292,N#Cc1ccc(C#CCCCN=[N+]=[N-])cc1
293,CCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
294,CCCCS(=O)(=O)NC1Cc2ccc(-c3ccc(=O)n(Cc4nnn[nH]4)n3)cc2C1
295,CS(=O)(=O)N1CCN(c2ccc(OC[C@H]3CCn4cc([N+](=O)[O-])nc4O3)cc2)CC1
296,CN(c1cccc2cc(C3=NCC(CC(=O)NS(C)(=O)=O)S3)[nH]c12)S(=O)(=O)c1cccs1
297,COc1ccc(CS[C@H]2COC[C@H]2CN)cc1
298,COc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CC(C)(F)C(=O)N2C
299,CN1CCCN(c2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cn2)CC1
300,Cc1nc(-c2c(F)cc(Cl)cc2-c2ccc3c(c2)CC[C@@H]3NC(=O)C2(NC(=O)c3ccno3)CC2)no1
301,O=C/C=C/CCCCOC1CCCCO1
302,Cc1ccccc1CNC(=O)c1cccnc1N
303,COC(=O)c1cc(-c2ccccc2)c(OCC(=O)OC(C)(C)C)c(-c2ccccc2)c1
304,O=C1CO[C@H](CO)CN1
305,CS(=O)(=O)OC[C@H]1CN(c2ccc3c(c2)CCN(C2CCC2)CC3)C(=O)O1
306,Cc1cc(S(=O)(=O)N2C=CNC(=O)[C@H]2CC(=O)N2CCC(CN3CCCC3)CC2)c(C)cc1Cl
307,CCCCCCCCCCCCS(=O)(=O)C(F)(C(=O)O)c1ccccc1
308,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncc(F)cn5)CC4)ccc3C)cc12
309,CCS(=O)(=O)Nc1cccc(C2CC(C)(C)c3cc(Cl)ccc3N2)c1
310,c1ccc(Nc2ncnc3c2CNCC3)cc1
311,O=[N+]([O-])c1cccnc1N1CCNCC1
312,C=Cc1ccc2ccc(OC)cc2c1
313,CC(C)Cc1ccc(C(C)C(=O)OC2OC(=O)c3ccccc32)cc1
314,COC(=O)Cn1nncc1/C=C1\CN(C(C(=O)C2CC2)c2ccccc2F)CCC1SC(C)=O
315,CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1
316,O=C(Nc1c(C(O)(C(F)(F)F)C(F)(F)F)ccc2ccccc12)c1cc(Cl)cc(Cl)c1
317,CCc1nc(C)ccc1C#N
318,CCOc1ccc2c(C)c(CCN3CCN(c4ccccc4OC)CC3)c(=O)oc2c1OCC
319,Nc1ncc(Br)nc1CO
320,CCOC(=O)c1ccc(S(=O)CC)nc1C(F)(F)F
321,COC(=O)[C@H](C)Oc1cc(Oc2c(/C=N/CC#N)c(C)nn2C)c(Cl)cc1Cl
322,Cc1ccccc1-c1cccc2c1OC(CN=[N+]=[N-])CN2C
323,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)C(=O)C[C@]1(C)O
324,COc1ccc(C2COCCO2)c2sc(NC(=O)c3ccnc(C4=CCOCC4)c3)nc12
325,CC(C)(C)OC(=O)n1cc(-c2ccc3c(c2)C(=O)NS3(=O)=O)c2ccc(F)cc21
326,COC(=O)COc1cccc2c1OCC(=O)N2CC(=O)NC(c1ccccc1)c1ccccc1
327,CC(=O)N=S(=O)(CCO)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1
328,CCNC1CCN(C(=O)OCc2ccccc2)CC1
329,Cc1cccc(C)c1N(CC(C)O)C(=O)c1ccccc1
330,CCOC(=O)c1cc2c(n1CCN)CCCC2
331,CCN(Cc1cccc(-c2ccc(C=C3SC(=O)NC3=O)cc2)c1)C(=O)OC(C)(C)C
332,N#CCCSc1ccc(Cl)cc1
333,CC(C)n1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(O[C@@H](C)CO)c2)n1
334,CC(C)(C)[Si](C)(C)OCCNc1ccc(NC(=O)c2ccncc2NC(=O)c2ccc(Cl)s2)cc1
335,CCOC(=O)c1ncc(C(=O)O)[nH]1
336,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
337,Cc1c(Cl)c(C(F)(F)F)nn1CC(=O)N1CCN(c2ccc(Cl)c(CN(C)C)c2)CC1
338,CC(C)(C)OC(=O)N1C[C@@H]2C[C@@H]2[C@H]1CN
339,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n1C2
340,CCNc1nc(C(F)(F)F)c(C(=O)NC(C#N)c2cccs2)s1
341,c1nc(NCC[C@H]2C[C@@H]2C2CCNCC2)ncc1-n1cnnn1
342,CCCCN1CC[C@@H](N(C(=O)OC(C)(C)C)c2ccc(/C=C/C(=O)O)cn2)C1
343,O=C(c1ccccc1)c1ccc(C(=O)N2CCCc3ccoc3C2)cc1
344,CCCCc1nc2c(N)nc3cccnc3c2n1CCCCNC(=O)c1cccnc1
345,CC(C)N1Cc2c(NCc3cnc4ccccc4c3)ncnc2C1=O
346,N[C@H](CNc1nc(CO)c(-c2ccc3cnc(F)cc3c2)s1)Cc1ccc(C(F)(F)F)cc1
347,Cc1cc2nc(CC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc3ccccc3)n(-c3cccc([N+](=O)[O-])c3)c2cc1C
348,CNc1ncnc2ccc(C=C3SC(=O)NC3=O)cc12
349,CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4Nc4cccc(C(=O)NC5CC5)n4)cc3)cc2)CC1
350,O=C(N1CCN(CCO)CC1)C1(O)CCN(Cc2cc(Br)ccc2OCc2ccc(Cl)cc2)CC1
351,O=[N+]([O-])c1cn2c(n1)O[C@@H](COc1ccc3nc(N4CCN(Cc5ccc(OC(F)(F)F)cc5)CC4)sc3c1)CC2
352,COCCOc1cc(C(=O)Nc2nc3c(OC)ccc(N4CCOCC4)c3s2)ccn1
353,CN(C)CCn1cc(OC(c2ccccc2)c2ccccc2)c(=O)cc1C=O
354,COc1ccc(CN2CCCN(c3ccc(Oc4ccc(C#Cc5ccc(C(F)(F)F)cc5)cn4)c(C)c3)C2=O)cc1OC
355,CCOC(=O)Cn1ccc2ccc(CNC(=O)CCC#Cc3ccc(C(F)(F)F)cc3)cc21
356,CCCN(CCC)C(=O)c1cc(CC#N)cc(C(=O)OCC)c1
357,CCNCCCOc1cccc(-c2cc(C(=O)N3CNC(=O)C3)nn2-c2cccc(Cl)c2)c1
358,CCOC(=O)C(O)C(Cc1ccccc1)NC(=O)c1cccnc1-c1csc(-c2ccccc2)n1
359,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)NS(=O)(=O)c5ccccc5)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1
360,CCCc1c(OCCSc2nc3ccc(C(=O)OCC)cc3[nH]2)ccc(C(C)=O)c1O
361,Cc1ncc(-c2cc(OCc3ccc(C#N)cn3)nc3c2CCC3)cn1
362,Brc1cc2[nH]ncc2cc1OCc1ccccc1
363,COc1cc(C=O)ccc1O
364,CCOC(=O)C=C(C)c1ccc(C(=O)OC(C)(C)C)cc1
365,N#Cc1ccc2ccc(CBr)cc2c1
366,CN(C)S(=O)(=O)c1ccc(CO)cc1
367,Cc1oc(=O)oc1CSc1ccc(Cl)cc1
368,COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@H]5CCN(C(C)=O)C5)C4)cc32)cc1C#N
369,CC(C)(C)OC(=O)N1CCN(Cc2ccc3[nH]ccc3c2)CC1
370,CC(C)S(=O)(=O)NCCOc1ccc(C2=CCCCC2NS(=O)(=O)C(C)C)cc1
371,CC(C)(C)OC(=O)NCCc1cc2c(Cl)ncnc2s1
372,Cc1ccc(C(C)C)cc1OCc1c(OC(C)C)cc(-c2cccc3[nH]nc(C(C)C)c23)nc1C
373,Cc1cc(C#N)ccc1-c1cnn(-c2ccc(C(=O)N3CCCC(N4CCCCC4)C3)cn2)c1O
374,CS(=O)(=O)O[C@@H]1C[C@@H](c2csc(C=O)n2)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1
375,Cc1cc2cccc(C(=O)NC3(C(=O)O)Cc4ccccc4C3)c2o1
376,Clc1ccc(CSc2nsc(OCc3ccccc3)n2)cc1
377,Cc1ccccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2
378,COc1cccc(N(Cc2cncc(-c3cc(OC)c(OC)c(OC)c3)c2)C2CCN(C(=O)OC(C)(C)C)CC2)c1
379,CC1(C)OC1C(=O)NCc1ccccc1[N+](=O)[O-]
380,COC(=O)c1cc(F)cc(NC(=O)C(F)(F)F)c1Br
381,COCCOc1ccc(/C=C/C(=O)O)c(NC(=O)c2ccc(Cl)cc2Cl)c1
382,COC(=O)C(NC(=O)OC(C)(C)C)c1ccccc1F
383,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CCO)CC3)c(F)c21
384,O=C1NC2CCC(=O)N2[C@H]1Cc1ccccc1
385,CC(C)(CC(=O)O)c1ccc(C(=O)Nc2cn3cc(Cl)ccc3n2)cc1
386,O=[N+]([O-])c1ccc(N2CCNCC2)cc1Nc1ccccc1
387,O=[N+]([O-])c1ccc(-n2c3ccccc3c3ccccc32)cc1
388,CCOC(=O)C(=O)Nc1ccc(Cl)cc1C(=O)C(F)(F)F
389,CCc1c(/C=C/OC)cccc1-c1nnc(-c2ccc(OC(C)C)c(Cl)c2)s1
390,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Cl)nc(C#N)nc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O
391,O=C(O)c1cccnc1Oc1cccc(C(F)(F)F)c1
392,CCc1nc2ccccc2n1Cc1ccc(-c2nccnc2NS(=O)(=O)c2ccccc2C(F)(F)F)cc1
393,COC(=O)c1ccccc1Nc1cc(Cl)c(O)c(Cl)c1
394,COc1ccc(-c2cc(=O)c3c(OC)c(I)c(OC)cc3o2)cc1
395,CCN1CCN(c2ccc(Nc3cc(NC(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1
396,CCc1cc(C)cc(CC)c1C(=O)C(=O)NN
397,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cnc(N)nc1
398,CCCCCCCNC(=O)N(C)c1cccc(-c2ccc(CCC(=O)O)cc2C)c1
399,Cc1ccc(C=Cc2ccccc2)cc1[N+](=O)[O-]
400,C[C@@H]1CN(Cc2ccc3c(-c4cnn(C)c4)cc(C#N)nc3c2)C[C@H](C(F)(F)F)O1
401,CCN(CC)CCSc1ccc([N+](=O)[O-])cc1
402,CC(C)CNC(=O)C1CC(S(=O)(=O)c2ccccc2)C(c2ccccc2F)N1C(=O)CNC(=O)Nc1cccc(CC(=O)O)c1
403,NC(=O)c1nn(-c2cccc(I)c2)c2ccc(OCCBr)cc12
404,N#Cc1ccc(NC(=O)C(O)(C#Cc2ccccc2)C2CCCCC2)cc1Cl
405,FC(F)(F)CSc1ccc(Cl)cc1
406,CNc1nc(Cl)nc2c1COC2c1ccc(F)cc1
407,C#Cc1ccc(OC2CCCCO2)cc1
408,Cc1cnc(CN(CCCCN(C)C(=O)OC(C)(C)C)C2CCCc3cccnc32)c(C)c1
409,CCOc1ccc(OC)c2c1C(Cc1ccc(OC)c(OC)c1)N(CC(=O)NCc1ccccn1)CC2
410,COc1cc(CN2CCC(O)CC2)ccc1N
411,CCc1cc(N)c(N)cc1Cl
412,COc1ccc(Oc2ccc3c(C(=O)Nc4ccc(F)c(Cl)c4)cccc3c2)cn1
413,CCS(=O)CCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC
414,COC[C@@H](NC(=O)Nc1cc2c(cn1)c(-c1cnn(C)c1)nn2C(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1
415,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCCc1ccncc1
416,C[Si](C)(C)C#Cc1ccc(Nc2c(-c3nnc(NC(CO)CO)o3)ccc(F)c2F)c(F)c1
417,COCCCC(NC(C)=O)c1cc(Br)ccn1
418,CCCc1ccc(-n2ncc3c2CCc2cc(O)ccc2-3)cc1
419,CC(C)(C)[C@H](N)C(=O)N1CC=C[C@H]1C#N
420,CS(=O)(=O)NC(=O)C1(c2ccc(Br)cc2)CC1
421,COCCCNC(=O)c1ccc(Cn2c(=O)c3ccccc3n(Cc3ccc(Br)cc3)c2=O)cc1
422,CN(C)[C@H]1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)cn23)C1
423,CNS(=O)(=O)c1ccc(Br)c(C)c1
424,CC(C)(C)OC(=O)N1CCC[C@@H]([C@@](C)(OCCN2C(=O)c3ccccc3C2=O)c2cccc(Cl)c2)C1
425,C[Si](C)(C)C#Cc1cc(Br)cnc1N
426,COC(=O)c1cc(OCc2ccccc2)cc(Oc2ccc([N+](=O)[O-])cc2)c1
427,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cc(F)cc(F)c4)nc23)N1
428,COc1cc2nccc(Oc3ccc(C(=O)c4ccc(C)cc4)cc3)c2cc1OC
429,CCCCCCNC(=O)c1ccnc(N2CCN(C(=O)c3cc(F)ccc3C(F)(F)F)CC2)c1
430,CCOCCn1c(N2CCCN(CCC3(c4ccccc4)CCN(C(=O)OCc4ccccc4)C3)CC2)nc2ccccc21
431,OCCc1cccc(CCN2CC3(CNCCO3)C2)c1
432,CN(C)C=C1CCCc2c([nH]c3ccccc23)C1=O
433,C[C@H](N)CNC(=O)OC(C)(C)C
434,Cc1cccc(N2CCN(CCCc3cc(-c4ccc(Cl)cc4)n(-c4ccccc4)n3)CC2)c1C
435,O=C(NCCCO)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1
436,CCc1cc(C(F)(F)F)cc(CC)c1C=CC(=O)N[C@H](C)c1cc(F)c(NS(C)(=O)=O)c(F)c1
437,C[C@H]1OC[C@]2(c3cc(N)ccc3F)N=C(NC(=O)OC(C)(C)C)N(C)C(=O)[C@H]12
438,Cc1cn(-c2cc(Oc3ccc(N)nc3C)ccn2)cn1
439,COc1ccc(-c2nocc2C(=O)N2CCC(O)(c3ccc(F)c(C)c3)C2)cc1Cl
440,Cc1c(C(=O)O)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(OCCCF)cc1
441,COc1c(Br)cc(C(=O)N2CCOc3nc(C)ccc32)cc1Br
442,O=CC12CC3CC(C1)CC(NC(=O)c1cccc(Cl)c1)(C3)C2
443,CC(=O)c1cc(CN2CCNC2=O)ccc1O
444,CC1(C)CCC(C)(C)c2cc(-c3csc(N4CCC(NCCCCCO)CC4)n3)ccc21
445,C=CC1(CC)CSc2ccccc2C(c2ccccc2)=N1
446,NCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O
447,C[C@@H](OCc1cccc(F)c1)C(F)(F)F
448,Cc1ccn(-c2cc(C#N)ccc2[C@@H](Oc2cc(N3CCC4(CC3)CN[C@H](C(=O)O)C4)nc(N)n2)C(F)(F)F)n1
449,O=C(OCc1ccccc1)[C@@H](O)CC1CCC1
450,CNC(=O)COc1cc(C#N)ccc1CNC(=O)c1coc(C)n1
451,COC(=O)[C@H](CCSC)NC(=O)c1ccc(C=Cc2cccnc2)cc1-c1ccccc1
452,C[C@H]1COCCN1c1cc(C2(S(=O)(=O)CCCOC(F)F)CC2)nc(-c2ccc(NC(=O)Oc3ccccc3)cc2)n1
453,CCOC(=O)C1COc2ccccc2C1
454,CN(C)CCn1cc(B2OC(C)(C)C(C)(C)O2)cn1
455,CON(C)C(=O)[C@H]([C@@H](C)OC(C)(C)C)N(C(=O)OCc1ccccc1)[SiH](C)C
456,CCC(C)[C@@H]1CCCC[C@H]1NC(=O)c1sc(C)nc1C(F)(F)F
457,O=C(N(CCc1ccc([N+](=O)[O-])cc1)Cc1cccc(F)c1)C(F)(F)F
458,COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CSC)c2)ncc1F
459,O=C(O)C[C@@H]1Cc2ccc(OCCCNc3ccccn3)cc2CN(CCc2ccccc2)C1=O
460,Cc1n[nH]c(C(=O)Nc2cnc3[nH]c(-c4ccc(P(C)(C)=O)cc4)cc3c2)c1C
461,CC(C)C(=O)N1CCN([C@@H](CNC(=O)OC(C)(C)C)C(=O)O)CC1
462,COC(=O)c1cc(N)ccc1Br
463,CC(C)(C)OC(=O)NCCC[C@H](NCc1ccccc1)C(=O)O
464,CCC(Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C(=O)OC)C(C)O
465,CCOC(=O)COc1cccc(NCc2cc(-c3cccc(F)c3)ccc2F)c1
466,CC(C)N(CCO)C(=O)c1cccc(Br)c1
467,N#Cc1ccc(OCc2sc(-c3ccc(C(F)(F)F)nc3)nc2CCCOCc2ccccc2)cc1Cl
468,O=C(O)CCCc1ccc(-c2ccccc2)cc1
469,CCOC(=O)c1coc2cc(O)ccc12
470,CC(=O)OCC(=O)[C@@]12CN(CCC(C)(C)C)C[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
471,CC(C)(C)OC(=O)N1CCN(c2nc(-c3ccoc3)ns2)CC1
472,CC(C)(C)NC(=O)NCC(C)(C)C(CCCO)c1ccc2c(cnn2-c2ccc(F)cc2)c1
473,O=C(O)C[C@@H](CCCC1CCCCC1)c1nc(C(=O)N2CCC(c3ccncc3)CC2)no1
474,O=C1CCC(C(=O)OC2c3ccccc3C(=O)N2c2ccc3ccc(Cl)nc3n2)N1
475,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCN(C(=O)[C@@H](C)O)CC3(C)C)n(C)c2n1
476,CN(C)CCc1ccc([N+](=O)[O-])cc1
477,O=C(O)Cc1ccccc1Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
478,O=Cc1cc(Br)ccc1Cl
479,CCOC(=O)c1[nH]c(C)c(-c2ccc(C(=O)Nc3ccc(C#N)cc3)cc2)c1C
480,CCN(C)c1nc(C)cc(C)c1C(=O)NC1(C(=O)O)Cc2ccccc2C1
481,C=CCN1C(=O)N2CCCN=C2c2cc(C(F)(F)F)ccc21
482,CC(C)CN(C(=O)c1cnc(C(C)(C)C)nc1NCc1ncco1)[C@H]1C[C@@H](C(=O)N2CCOCC2)CN(C(=O)OC(C)(C)C)C1
483,CC(=O)OCc1nn(-c2ccc(C#N)c(NC3CCC(O)CC3)c2)c2c1C(=O)CC(C)(C)C2
484,OC(c1ccc(F)cc1)(c1ccc(F)cc1)C12CC[N+](CCCOc3ccccc3)(CC1)CC2
485,CCCCCCCCCCCCOC(=O)[C@H](C)NCc1ccccc1O
486,O=C1Nc2ccc3ccccc3c2CCC1Cl
487,Cc1cc(C(=O)N[C@@H](CCc2nnn[nH]2)c2nc3cc(Cl)ccc3[nH]2)ccc1C(=O)N1CCCC1
488,OCC1(c2ccc(Cl)cc2)CC1
489,O=C(C#Cc1ccccc1)Nc1ccccc1
490,COC(=O)[C@@H](C)Oc1ccccc1-c1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1
491,CON(C)C(=O)c1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1
492,OC(c1ccccc1)c1ccccc1
493,O=C(c1ccnc(-c2cccs2)c1)N1CCOCC1
494,COc1ccc(C(=O)Nc2ccc(C)c(Nc3ccnc4cc(OC)c(OC)cc34)c2)cc1OC
495,CC(N)(C#N)CCc1ccccc1C(F)(F)F
496,CC1CCN(c2cc(C(=O)Nc3ccc(OCCN4CCOCC4)c4ccccc34)ccn2)CC1
497,CCc1cc(OCC(C)(C)C(=O)OC)ccc1Cl
498,CCC1CN(C(Cc2ccc3ccccc3c2)C(=O)O)CCN1C(=O)C(Cc1ccc(F)cc1)NC(=O)OC(C)(C)C
499,C=CCCn1c(=O)c(-c2ccc(-c3cncc(C)n3)cc2Cl)cc2cnc(SC)nc21
500,CC(C)(C)OC(=O)N1C[C@H](Nc2ccc(Br)cc2[N+](=O)[O-])[C@H](OC(=O)CCl)C1
501,CC(=O)N[C@H]1[C@@H](N=[N+]=[N-])O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
502,O=[N+]([O-])c1ccc(N(Cc2ccc3nonc3c2)n2cncn2)cc1
503,COC(=O)/C(C)=C(/CBr)C(=O)OC
504,CCCC(C(=O)O)c1c(C)nc(-c2ccccc2)nc1N1CCN(C)CC1
505,NNC(=O)c1cnc2n(c1=O)CCC2
506,CC(C)(O)c1cc(F)c(-c2cc(C(N)=O)c(Nc3ccc4[nH]nnc4n3)s2)c(F)c1
507,COc1ccc2c(C(C)=NN)cc(=O)oc2c1
508,CC(C)N1CCC(Oc2ccc(Br)c(F)c2)CC1
509,CC(C)c1ccc(Br)cc1
510,CCC1OCC(C)(c2cccc(Sc3ccc(C(C)=NO)cc3)c2)O1
511,COc1ccc(-c2ccccc2)cc1
512,Cc1onc(-c2ccccc2)c1-c1cn2ccc(C(=O)NC3CCC3)cc2n1
513,O=C(O)c1cnc(OCC2CC2)c(Br)c1
514,CCC(=O)NCCc1c[nH]c2ccc(O)cc12
515,COc1cc(COc2nn(-c3ccccc3)cc2C=C(C#N)C#N)ccc1OCc1nc(-c2ccco2)oc1C
516,Cc1ccccc1-c1nc2c(C)cccc2cc1Cn1nc(I)c2c(N)ncnc21
517,C=CCc1c(Cl)nc(C)nc1Nc1ccc(S(C)(=O)=O)cc1F
518,CC(C)(C)OC(=O)N1C(C(=O)Nc2nc(-c3ccc(C(=O)NC4CC4)cc3)cs2)CSC1c1cccnc1
519,Cn1nccc1CNC(=O)c1ccc(C(=O)NN)s1
520,CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(C#N)ccc32)CC1
521,O=C1Nc2ccc(S(=O)(=O)N3CCc4cc(Br)ccc43)cc2C1=Cc1[nH]cc2c1CCOC2=O
522,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccn2c(=O)[nH]nc2c1
523,CCC(CC)=NS(=O)C(C)(C)C
524,COCCCn1c([C@@H]2CCCN(C(=O)C[C@H](N)Cc3ccc(N4CCCC4=O)cc3)C2)nc2ccccc21
525,CCSc1nc2c(C)ccnc2n1Cc1ccc(-n2cc(Cl)cc2-c2nnn[nH]2)cc1
526,CC(C)CCSc1cc(C(=O)O)cc(N)c1-c1ccccc1
527,CCC1=CC(CC)(C(=O)C(=O)O)CC(CC)=C1
528,COc1cc(Nc2ccn(Cc3ccc(F)cc3)n2)ccc1-n1cnc(C)c1
529,NC(=O)CC(c1ccc(Cl)cc1)c1ccc(Br)cc1
530,COc1cccc(CNC(=S)NCc2cccc(OC)c2)c1
531,Cc1cccc(S(=O)(=O)N2CC(NC(=O)OC(C)(C)C)COc3ncc(NC(=O)C(F)(F)F)cc32)c1
532,OCc1cnccc1Br
533,NC1CCC(Nc2ccc3[nH]ncc3c2)CC1
534,CC(C)(C)OC(=O)N(CCC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21)Cc1ccco1
535,Cn1ncc(Br)c1NC(=O)c1ccc(I)cc1
536,COC=C(C(=O)OC)c1c(OC)ncnc1Oc1cccc(COc2ccccc2C#N)c1
537,CCOc1ccc(Cc2cc(Br)ccc2F)cc1
538,COC(=O)C(Cc1ccc(Oc2ccc(C=C3SC(=O)NC3=O)cc2)cc1)NC(=O)C(N)CCSC
539,CCOC(=O)c1[nH]c2ccccc2c1Cc1ccccc1
540,Nc1cccc2c1B(O)OC2
541,N#Cc1cnc2c(Br)cc([N+](=O)[O-])cc2c1NC1CCCCCC1
542,Cc1cc(C(=O)N2CCNCC2)n(-c2ccccc2)n1
543,CC1CCCCC1N(Cc1ccc(C(=O)N[C@H](C)CO)cc1)S(=O)(=O)c1ccc(Cl)cc1
544,Nc1ccn(Cc2ccc(Cl)cc2C(F)(F)F)n1
545,Cc1cc2c([C@@H]3C[C@H]3CNC(=O)C3CC3)cccn2n1
546,CC(C)Oc1ccc(-c2ncc(Br)cn2)cc1Cl
547,Cc1cc(Oc2ccccc2)cc(O)c1C=O
548,O=C(O)c1cc(F)cc(-c2ncnc3ccc(Br)cc23)c1
549,COc1cc2nc(N3CCOCC3)nc(N)c2cc1OC
550,Cc1ccc(S(=O)(=O)n2cc(-c3ccccc3F)c3cc(-c4nnc(S(C)(=O)=O)s4)ccc32)cc1
551,CC(C)(C)OC(=O)C(C)(C)Sc1ccc(CN(Cc2ccco2)Cc2nc(Cc3ccc(F)cc3)no2)cc1
552,Cc1ccc2c(c1)c1c(n2CCC(N)=O)CCN(C)C1
553,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)C(C)(C)C)C3)cc1
554,Fc1cccc(COc2ccc(CN3CCNCC3)cc2)c1
555,Nc1ccc(Oc2ccnc3[nH]c(=O)ccc23)cc1
556,CCc1nc(-c2cccc(NC(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCC(N5CCCCC5)CC4)c(F)c3)n2)s1
557,COc1cccc(C#C[C@H]2CC[C@H]3CN(c4nccnc4C#N)CCN23)n1
558,CC(C)(C)OC(=O)NCCNc1c(N)c(Cl)nc2ccccc12
559,COCCOCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC)=C1C
560,CC(C)(C)OC(=O)N1CCC(C(=O)NNc2cnc3ccc(Br)cc3n2)CC1
561,C#CC[C@H](NC(=O)OC(C)(C)C)C(N)=O
562,COC(=O)c1ccncc1NCc1ccc(C(F)(F)F)cc1
563,Cn1cc(-c2cccc(N)c2)cn1
564,CCOC(=O)[C@H](Cc1ccc(OCc2oc(Br)cc2C)cc1)OCC
565,CCCCCNCc1ccccc1
566,COc1ccc(C[C@H](NC(=O)C2(NC(=O)C3Cc4ccccc4C3)CC2)C(=O)O)cc1
567,CCC1=CC(C)(C)Oc2cc(OC)c(/C(C)=C(/F)CO)cc21
568,O=C(OCCc1c(-c2ccccc2)n2nnnc2n2ncnc12)C12CC3CC(CC(C3)C1)C2
569,C[C@H]1COCc2nc3c(N)nc4cc(O)ccc4c3n21
570,Cn1ncc([N+](=O)[O-])c1N1CCN(C(=O)OC(C)(C)C)CCC1=O
571,CC1(C)C(=O)NN=C1c1ccc(O)c(F)c1F
572,Cn1cnc(Nc2nc(Cl)nc(NC(c3ccc(F)cc3)C3CCCC3)n2)c1
573,O=C1CN(c2cccc(-n3cc(-c4ccc(Cl)cc4Cl)nc3Cc3ccc(-c4ccc(Br)cc4)cc3)c2)S(=O)(=O)N1
